,,,,,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Totals,Shooting,Shooting,Shooting,Per Game,Per Game,Per Game,Per Game,Birth,Birth
10,Tiny Archibald*\architi01,13,1971,1984,876,31159,5899,12628,19,85,4664,5760,344,2046,6476,719,81,1123,2002,16481,0.467,0.224,0.81,35.6,18.8,2.3,7.4,Sep 2 1948,New York
11,Joe Arlauckas\arlaujo01,1,1988,1988,9,85,14,43,0,0,6,8,6,13,8,3,4,4,16,34,0.326,,0.75,9.4,3.8,1.4,0.9,Jul 20 1965,Rochester
12,Hilton Armstrong\armsthi01,6,2007,2014,292,3378,347,693,2,7,184,316,292,766,102,90,142,230,544,880,0.501,0.286,0.582,11.6,3,2.6,0.3,Nov 11 1984,Peekskill
13,Jesse Arnelle\arnelje01,1,1956,1956,31,409,52,164,,,43,69,,170,18,,,,60,147,0.317,,0.623,13.2,4.7,5.5,0.6,Dec 30 1933,New Rochelle
14,Johnny Bach\bachjo01,1,1949,1949,34,,34,119,,,51,75,,,25,,,,24,119,0.286,,0.68,,3.5,,0.7,Jul 10 1924,Brooklyn
15,Renaldo Balkman\balkmre01,6,2007,2012,221,3064,368,721,11,64,147,271,278,769,132,164,104,134,421,894,0.51,0.172,0.542,13.9,4,3.5,0.6,Jul 14 1984,Staten Island
16,Mohamed Bamba\bambamo01,2,2019,2020,107,1634,249,525,58,174,68,109,162,532,81,35,149,85,217,624,0.474,0.333,0.624,15.3,5.8,5,0.8,May 12 1998,Harlem
17,Erick Barkley\barkler01,2,2001,2002,27,266,32,90,4,15,9,10,5,21,40,19,1,17,31,77,0.356,0.267,0.9,9.9,2.9,0.8,1.5,Feb 21 1978,Queens
18,Andre Barrett\barrean01,4,2005,2008,67,819,89,241,17,69,24,33,21,71,135,29,1,47,69,219,0.369,0.246,0.727,12.2,3.3,1.1,2,Feb 21 1982,Bronx
19,Brent Barry\barrybr01,14,1996,2009,912,23643,2896,6301,1395,3442,1301,1581,450,2780,2892,955,253,1289,1754,8488,0.46,0.405,0.823,25.9,9.3,3,3.2,Dec 31 1971,Hempstead
20,Ed Bartels\barteed01,2,1950,1951,32,,46,183,,,43,80,,84,32,,,,83,135,0.251,,0.538,,4.2,4.9,1,Oct 8 1925,New York
21,Eddie Basden\basdeed01,1,2006,2006,19,141,15,37,1,7,8,10,7,28,8,9,2,9,17,39,0.405,0.143,0.8,7.4,2.1,1.5,0.4,Feb 15 1983,New York
22,Ron Behagen\behagro01,7,1974,1980,388,9131,1594,3750,0,0,789,1047,888,2712,624,290,160,189,1293,3977,0.425,,0.754,23.5,10.3,7,1.6,Jan 14 1951,New York
23,Walter Berry\berrywa01,3,1987,1989,205,4863,1201,2227,1,5,479,751,398,971,292,122,151,404,586,2882,0.539,0.2,0.638,23.7,14.1,4.7,1.4,May 14 1964,New York
24,Wesley Bialosuknia\bialowe01,1,1968,1968,70,1224,238,570,29,73,103,132,,89,57,,,62,101,608,0.418,0.397,0.78,17.5,8.7,1.3,0.8,Jun 8 1945,Poughkeepsie
25,Al Bianchi\biancal01,10,1957,1966,687,13649,2212,5919,,,1126,1592,,1722,1497,,,,2069,5550,0.374,,0.707,19.9,8.1,2.5,2.2,Mar 26 1932,Long Island City
26,Joe Binion\biniojo01,1,1987,1987,11,51,4,10,0,0,6,10,8,18,1,2,2,3,5,14,0.4,,0.6,4.6,1.3,1.6,0.1,Mar 26 1961,Rochester
27,James Blackwell\blackja01,1,1995,1995,13,80,8,13,0,0,2,3,2,11,11,4,0,5,8,18,0.615,,0.667,6.2,1.4,0.8,0.8,Feb 25 1968,Mount Kisco
28,Antonio Blakeney\blakean01,2,2018,2019,76,1143,219,539,51,143,80,115,11,139,62,19,10,46,60,569,0.406,0.357,0.696,15,7.5,1.8,0.8,Oct 4 1996,Watertown
29,Andray Blatche\blatcan01,9,2006,2014,564,12462,2327,4981,52,219,1000,1380,1043,3024,798,492,458,914,1382,5706,0.467,0.237,0.725,22.1,10.1,5.4,1.4,Aug 22 1986,Syracuse
30,Mike Bloom\bloommi01,2,1948,1949,93,,209,821,,,216,303,,,70,,,,169,634,0.255,,0.713,,6.8,,0.8,Jan 14 1915,New York
31,Mark Blount\blounma01,9,2001,2009,605,13981,2020,4011,37,103,864,1195,895,2784,513,327,508,933,1554,4941,0.504,0.359,0.723,23.1,8.2,4.6,0.8,Nov 30 1975,Dobbs Ferry
32,Bill Bolger\bolgebi01,1,1954,1954,20,202,24,59,,,8,13,,36,11,,,,27,56,0.407,,0.615,10.1,2.8,1.8,0.6,Aug 21 1931,New York
33,Curtis Borchardt\borchcu01,2,2004,2005,83,1117,96,228,0,1,66,89,99,278,64,14,46,70,200,258,0.421,0,0.742,13.5,3.1,3.3,0.8,Sep 13 1980,Buffalo
34,Jim Bostic\bostiji01,1,1978,1978,4,48,12,22,,,2,5,8,16,3,0,0,3,5,26,0.545,,0.4,12,6.5,4,0.8,Jan 28 1953,Brooklyn
35,Harry Boykoff\boykoha01,2,1950,1951,109,,414,1034,,,277,362,,220,209,,,,426,1105,0.4,,0.765,,10.1,4.6,1.9,Jul 24 1922,Brooklyn
36,Steve Bracey\bracest01,3,1973,1975,187,2853,487,1045,,,167,244,36,291,408,74,6,,323,1141,0.466,,0.684,15.3,6.1,1.6,2.2,Aug 1 1950,Brooklyn
37,Elton Brand\brandel01,17,2000,2016,1058,34910,6599,13185,2,21,3627,4929,3304,9040,2184,940,1828,2060,3115,16827,0.5,0.095,0.736,33,15.9,8.5,2.1,Mar 11 1979,Cortlandt Manor
38,Jim Brasco\brascji01,1,1953,1953,20,248,25,94,,,27,34,,24,21,,,,30,77,0.266,,0.794,12.4,3.9,1.2,1.1,Feb 3 1931,Brooklyn
39,Carl Braun*\braunca01,13,1948,1962,788,18409,3912,10211,,,2801,3484,,2122,2892,,,,2164,10625,0.383,,0.804,29.8,13.5,3.4,3.7,Sep 25 1927,Brooklyn
40,Pete Brennan\brennpe01,1,1959,1959,16,136,13,43,,,14,25,,31,6,,,,15,40,0.302,,0.56,8.5,2.5,1.9,0.4,Sep 23 1936,Brooklyn
41,Tom Brennan\brennto01,1,1955,1955,11,52,5,11,,,0,0,,5,2,,,,5,10,0.455,,,4.7,0.9,0.5,0.2,Aug 6 1930,Brooklyn
42,Frank Brickowski\brickfr01,12,1985,1997,731,16278,2873,5538,55,170,1501,2028,1007,3410,1384,644,285,1372,2298,7302,0.519,0.324,0.74,22.3,10,4.7,1.9,Aug 14 1959,Bayville
43,Aud Brindley\brindau01,1,1947,1947,12,,14,49,,,6,7,,,1,,,,16,34,0.286,,0.857,,2.8,,0.1,Dec 31 1923,Mineola
44,Dave Britton\brittda01,1,1981,1981,2,9,2,3,0,0,0,0,0,2,3,1,0,2,2,4,0.667,,,4.5,2,1,1.5,Aug 29 1958,New York
45,Chucky Brown\brownch01,13,1990,2002,694,11962,1712,3487,22,97,679,972,665,2148,549,228,216,537,1177,4125,0.491,0.227,0.699,17.2,5.9,3.1,0.8,Feb 29 1968,New York
46,Damone Brown\brownda02,4,2002,2005,39,351,43,128,4,14,18,27,18,52,19,5,7,31,44,108,0.336,0.286,0.667,9,2.8,1.3,0.5,Jun 28 1979,Buffalo
47,Ernest Brown\browner01,1,2002,2002,3,21,1,6,0,0,1,4,1,6,0,0,1,3,4,3,0.167,,0.25,7,1,2,0,May 17 1979,Bronx
48,Larry Brown*\brownla01,5,1968,1972,376,11309,1384,3357,48,209,1413,1737,191,1005,2509,,,1447,1059,4229,0.412,0.23,0.813,30.1,11.2,2.7,6.7,Sep 14 1940,Brooklyn
49,Moses Brown\brownmo01,1,2020,2020,9,33,4,10,0,0,3,8,3,14,1,1,1,3,7,11,0.4,,0.375,3.7,1.2,1.6,0.1,Oct 13 1999,New York
50,Roger Brown*\brownro01,8,1968,1975,605,21454,3860,8227,312,971,2466,3116,1019,3758,2315,103,81,1494,1929,10498,0.469,0.321,0.791,35.5,17.4,6.2,3.8,May 22 1942,Brooklyn
51,George Bruns\brunsge01,1,1973,1973,13,236,31,66,2,4,22,27,1,8,36,,,20,26,86,0.47,0.5,0.815,18.2,6.6,0.6,2.8,Aug 30 1946,Brooklyn
52,Rick Brunson\brunsri01,9,1998,2006,337,4533,397,1050,100,276,196,283,85,447,876,201,21,356,362,1090,0.378,0.362,0.693,13.5,3.2,1.3,2.6,Jun 14 1972,Syracuse
53,Thomas Bryant\bryanth01,3,2018,2020,125,2469,501,830,56,163,182,241,191,731,169,40,102,110,217,1240,0.604,0.344,0.755,19.8,9.9,5.8,1.4,Jul 31 1997,Rochester
54,George Bucci\buccige01,1,1976,1976,33,237,50,124,0,4,28,41,15,37,15,12,3,22,19,128,0.403,0,0.683,7.2,3.9,1.1,0.5,Jul 9 1953,Cornwall
55,Dick Bunt\buntdi01,1,1953,1953,26,271,29,105,,,34,48,,28,17,,,,40,92,0.276,,0.708,10.4,3.5,1.1,0.7,Jul 13 1930,Queens
56,Steve Burtt\burttst01,4,1985,1993,101,1121,218,512,2,14,146,210,28,92,123,49,13,110,195,584,0.426,0.143,0.695,11.1,5.8,0.9,1.2,Nov 5 1962,New York
57,Al Butler\butleal01,4,1962,1965,234,5055,930,2119,,,422,571,,696,530,,,,493,2282,0.439,,0.739,21.6,9.8,3,2.3,Jul 9 1938,Rochester
58,Marty Byrnes\byrnema01,4,1979,1983,263,4254,585,1264,15,46,310,421,248,586,409,102,34,275,418,1495,0.463,0.326,0.736,16.2,5.7,2.2,1.6,Apr 30 1956,Syracuse
59,Rick Carlisle\carliri01,5,1985,1990,188,1461,178,422,11,48,55,71,44,141,201,42,9,120,187,422,0.422,0.229,0.775,7.8,2.2,0.8,1.1,Oct 27 1959,Ogdensburg
60,George Carter\cartege01,8,1968,1976,479,16234,3275,7352,49,163,2084,2564,1181,3243,959,164,48,1214,1632,8683,0.445,0.301,0.813,33.9,18.1,6.8,2,Jan 10 1944,Buffalo
61,Reggie Carter\cartere01,2,1981,1982,135,1459,178,459,0,3,115,149,65,164,206,58,8,116,192,471,0.388,0,0.772,10.8,3.5,1.2,1.5,Oct 10 1957,New York
62,Troy Caupain\caupatr01,1,2019,2019,4,16,4,8,2,3,0,0,1,3,4,1,0,0,0,10,0.5,0.667,,4,2.5,0.8,1,Nov 29 1995,New York
63,Duane Causwell\causwdu01,11,1991,2001,541,9409,1029,2029,2,7,588,952,794,2273,243,220,767,500,1471,2648,0.507,0.286,0.618,17.4,4.9,4.2,0.4,May 31 1968,Queens Village
64,Tyler Cavanaugh\cavanty01,2,2018,2019,50,557,70,162,33,94,19,23,48,135,28,9,4,15,64,192,0.432,0.351,0.826,11.1,3.8,2.7,0.6,Feb 9 1994,Syracuse
65,Al Cervi*\cervial01,4,1950,1953,202,1151,405,1128,,,781,931,,261,648,,,,669,1591,0.359,,0.839,12.4,7.9,1.8,3.2,Feb 12 1917,Buffalo
66,Lionel Chalmers\chalmli01,1,2005,2005,36,433,42,125,12,49,15,24,4,31,51,13,0,24,30,111,0.336,0.245,0.625,12,3.1,0.9,1.4,Nov 10 1980,Albany
67,Lorenzo Charles\charllo01,1,1986,1986,36,273,49,88,0,0,24,36,13,39,8,2,6,18,37,122,0.557,,0.667,7.6,3.4,1.1,0.2,Nov 25 1963,Brooklyn
68,Derrick Chievous\chievde01,3,1989,1991,154,2240,399,900,8,33,280,371,160,364,110,77,17,187,247,1086,0.443,0.242,0.755,14.5,7.1,2.4,0.7,Jul 3 1967,New York
69,Fred Christ\chrisfr01,1,1955,1955,6,48,5,18,,,10,11,,8,7,,,,3,20,0.278,,0.909,8,3.3,1.3,1.2,Aug 6 1930,Glendale
70,Stephen Chubin\chubist01,3,1968,1970,226,5596,910,2284,10,51,1074,1310,214,861,885,,,747,753,2904,0.398,0.196,0.82,24.8,12.8,3.8,3.9,Feb 8 1944,New York
71,Speedy Claxton\claxtsp01,7,2002,2009,334,8548,1126,2753,42,218,802,1053,194,830,1441,503,40,580,827,3096,0.409,0.193,0.762,25.6,9.3,2.5,4.3,May 8 1978,Queens
72,Ed Conlin\conlied01,7,1956,1962,486,11392,1862,5039,,,1167,1556,,2349,949,,,,1076,4891,0.37,,0.75,23.4,10.1,4.8,2,Sep 2 1933,Brooklyn
73,Marty Conlon\conloma01,9,1992,2000,379,6316,967,1942,15,75,505,687,498,1310,378,148,73,413,684,2454,0.498,0.2,0.735,16.7,6.5,3.5,1,Jan 19 1968,Bronx
74,Chuck Connors\connoch01,2,1947,1948,53,,99,393,,,41,87,,,41,,,,134,239,0.252,,0.471,,4.5,,0.8,Apr 10 1921,Brooklyn
75,Omar Cook\cookom01,2,2004,2005,22,213,17,51,0,5,3,6,5,13,46,16,1,16,20,37,0.333,0,0.5,9.7,1.7,0.6,2.1,Jan 28 1982,Brooklyn
76,Ray Corley\corlera01,3,1950,1953,102,65,166,546,,,110,183,,82,174,,,,151,442,0.304,,0.601,8.1,4.3,2,1.7,Jan 14 1928,Staten Island
77,Larry Costello\costela01,12,1955,1968,706,21198,3095,7068,,,2432,2891,,2705,3215,,,,2326,8622,0.438,,0.841,30,12.2,3.8,4.6,Jul 2 1931,Minoa
78,Bob Cousy*\cousybo01,14,1951,1970,924,30165,6168,16468,,,4624,5756,,4786,6955,,,,2242,16960,0.375,,0.803,35.3,18.4,5.2,7.5,Aug 9 1928,New York
79,Freddie Crawford\crawffr01,5,1967,1971,297,5047,832,1864,,,367,617,,746,610,,,,692,2031,0.446,,0.595,17,6.8,2.5,2.1,Dec 23 1941,New York
80,Charlie Criss\crissch01,8,1978,1985,418,8960,1315,3045,19,106,885,1065,130,592,1335,366,21,640,589,3534,0.432,0.179,0.831,21.4,8.5,1.4,3.2,Nov 6 1948,Valhalla
81,Billy Cunningham*\cunnibi01,11,1966,1976,770,26844,6140,13587,15,57,4015,5502,485,7981,3305,390,66,508,2845,16310,0.452,0.263,0.73,34.9,21.2,10.4,4.3,Jun 3 1943,Brooklyn
82,Lloyd Daniels\daniell01,5,1993,1998,200,3549,553,1373,152,481,153,206,183,440,312,102,61,211,298,1411,0.403,0.316,0.743,17.7,7.1,2.2,1.6,Sep 4 1967,Brooklyn
83,Charlie Davis\davisch01,3,1972,1974,144,2653,506,1240,,,275,341,2,219,319,2,0,,344,1287,0.408,,0.806,18.4,8.9,1.5,2.2,Sep 7 1949,New York
84,Mel Davis\davisme01,4,1974,1977,190,2572,431,1147,,,146,206,228,816,164,66,22,,327,1008,0.376,,0.709,13.5,5.3,4.3,0.9,Nov 9 1950,New York
85,Mike Davis\davismi01,4,1970,1973,242,4851,933,2201,6,23,571,746,21,511,412,,,36,667,2443,0.424,0.261,0.765,20,10.1,2.1,1.7,Jul 26 1946,Brooklyn
86,Terry Dehere\deherte01,6,1994,1999,402,7305,1082,2632,328,867,743,954,144,588,1034,213,36,617,830,3235,0.411,0.378,0.779,18.2,8,1.5,2.6,Sep 12 1971,New York
87,Red Dehnert\dehnere01,1,1947,1947,10,,6,15,,,2,6,,,0,,,,8,14,0.4,,0.333,,1.4,,0,Jan 24 1924,New York
88,Joe DePre\deprejo01,3,1971,1973,119,2281,331,694,2,10,166,226,73,226,185,,,203,343,830,0.477,0.2,0.735,19.2,7,1.9,1.6,Dec 19 1947,Westbury
89,Dave Deutsch\deutsda01,1,1967,1967,19,93,6,36,,,9,20,,21,15,,,,17,21,0.167,,0.45,4.9,1.1,1.1,0.8,May 13 1945,Brooklyn
90,Hank DeZonie\dezonha01,1,1951,1951,5,,6,25,,,5,7,,18,9,,,,6,17,0.24,,0.714,,3.4,3.6,1.8,Feb 12 1922,New York
91,Hamidou Diallo\diallha01,2,2019,2020,89,1225,174,384,11,59,64,104,67,219,39,49,18,60,159,423,0.453,0.186,0.615,13.8,4.8,2.5,0.4,Jul 31 1998,Queens
92,Connie Dierking\dierkco01,10,1959,1971,706,15474,2867,6880,,,1360,1951,,4757,1053,,,,2075,7094,0.417,,0.697,21.9,10,6.7,1.5,Oct 2 1936,Brooklyn
93,Ike Diogu\dioguik01,6,2006,2012,225,2795,488,958,1,2,371,472,275,689,69,36,65,200,425,1348,0.509,0.5,0.786,12.4,6,3.1,0.3,Sep 11 1983,Buffalo
94,Fred Diute\diutefr01,1,1955,1955,7,72,2,21,,,7,12,,13,4,,,,12,11,0.095,,0.583,10.3,1.6,1.9,0.6,Jan 9 1929,Binghamton
95,Joe Dolhon\dolhojo01,2,1950,1951,77,,160,514,,,174,237,,18,174,,,,225,494,0.311,,0.734,,6.4,1.4,2.3,Jul 9 1927,Yonkers
96,Billy Donovan\donovbi01,1,1988,1988,44,364,44,109,0,7,17,21,5,25,87,16,1,42,33,105,0.404,0,0.81,8.3,2.4,0.6,2,May 30 1965,Rockville Centre
97,Quincy Douby\doubyqu01,3,2007,2009,143,1535,222,571,68,218,76,86,34,152,93,50,21,87,128,588,0.389,0.312,0.884,10.7,4.1,1.1,0.7,May 16 1984,Brooklyn
98,Sonny Dove\doveso01,5,1968,1972,222,4971,994,2173,6,27,464,717,501,1334,219,,,427,679,2458,0.457,0.222,0.647,22.4,11.1,6,1,Aug 16 1945,Brooklyn
99,Danny Doyle\doyleda01,1,1963,1963,4,25,6,12,,,4,5,,8,3,,,,4,16,0.5,,0.8,6.3,4,2,0.8,Feb 6 1940,Long Island City
100,Andre Drummond\drumman01,8,2013,2020,599,18590,3661,6760,15,103,1334,2894,2858,8288,778,835,938,1172,1907,8671,0.542,0.146,0.461,31,14.5,13.8,1.3,Aug 10 1993,Mount Vernon
101,Dick Duckett\duckedi01,1,1958,1958,34,424,54,158,,,24,27,,56,47,,,,60,132,0.342,,0.889,12.5,3.9,1.6,1.4,Mar 25 1933,Brooklyn
102,Bob Duffy\duffybo02,3,1963,1965,94,1123,164,414,,,72,111,,104,167,,,,94,400,0.396,,0.649,11.9,4.3,1.1,1.8,Sep 26 1940,Cold Spring
103,Walter Dukes\dukeswa01,8,1956,1963,553,14671,1912,5175,,,1941,2773,,6223,608,,,,2260,5765,0.369,,0.7,26.5,10.4,11.3,1.1,Jun 23 1930,Rochester
104,Mike Dunleavy\dunlemi01,11,1977,1990,438,8428,1311,2809,142,419,732,904,147,689,1723,329,25,713,1013,3496,0.467,0.339,0.81,19.2,8,1.6,3.9,Mar 21 1954,Brooklyn
105,Dennis DuVal\duvalde01,2,1975,1976,50,267,39,108,,,18,27,9,31,34,22,4,,49,96,0.361,,0.667,5.3,1.9,0.6,0.7,Mar 31 1952,Westbury
106,Cleanthony Early\earlycl01,2,2015,2016,56,801,88,254,26,99,39,52,26,123,42,26,15,49,73,241,0.346,0.263,0.75,14.3,4.3,2.2,0.8,Apr 17 1991,Middletown
107,Devin Ebanks\ebankde01,3,2011,2013,63,711,82,213,8,36,52,72,51,122,24,18,12,35,56,224,0.385,0.222,0.722,11.3,3.6,1.9,0.4,Oct 28 1989,Queens
108,Franklin Edwards\edwarfr01,7,1982,1988,296,4436,738,1644,1,33,325,409,78,300,774,249,21,398,348,1802,0.449,0.03,0.795,15,6.1,1,2.6,Feb 2 1959,New York
109,Mario Elie\eliema01,11,1991,2001,732,18654,2123,4492,574,1572,1445,1692,520,2017,1875,671,129,960,1438,6265,0.473,0.365,0.854,25.5,8.6,2.8,2.6,Nov 26 1963,New York
110,Leroy Ellis\ellisle01,14,1963,1976,1048,27520,4143,9378,,,1890,2595,534,8709,1405,146,151,,2661,10176,0.442,,0.728,26.3,9.7,8.3,1.3,Mar 10 1940,Far Rockaway
111,Len Elmore\elmorle01,10,1975,1984,658,12389,1627,3968,1,5,693,955,1103,3360,616,582,674,780,1809,3948,0.41,0.2,0.726,18.8,6,5.1,0.9,Mar 28 1952,New York
112,Bo Erias\eriasbo01,1,1958,1958,18,401,59,170,,,30,47,,83,26,,,,52,148,0.347,,0.638,22.3,8.2,4.6,1.4,Jul 30 1932,Astoria
113,Julius Erving*\ervinju01,16,1972,1987,1243,45227,11818,23370,134,449,6256,8052,3689,10525,5176,2272,1941,3940,3494,30026,0.506,0.298,0.777,36.4,24.2,8.5,4.2,Feb 22 1950,Roosevelt
114,Johnny Ezersky\ezersjo01,3,1948,1950,135,,366,1270,,,299,447,,,169,,,,299,1031,0.288,,0.669,,7.6,,1.3,Mar 21 1922,New York
115,Phil Farbman\farbmph01,1,1949,1949,48,,50,163,,,55,81,,,36,,,,86,155,0.307,,0.679,,3.2,,0.8,Apr 3 1924,Brooklyn
116,George Feigenbaum\feigege01,2,1950,1953,17,79,18,79,,,16,33,,7,19,,,,29,52,0.228,,0.485,15.8,3.1,1.4,1.1,Jul 2 1928,Binghamton
117,Ray Felix\felixra01,9,1954,1962,637,15187,2406,5841,,,2162,3187,,5654,456,,,,2419,6974,0.412,,0.678,23.8,10.9,8.9,0.7,Dec 10 1930,New York
118,Al Ferrari\ferraal01,6,1956,1963,371,7582,878,2389,,,769,1012,,830,943,,,,1008,2525,0.368,,0.76,20.4,6.8,2.2,2.5,Jul 6 1933,New York
119,Danny Finn\finnda01,3,1953,1955,142,3397,382,1169,,,278,464,,548,566,,,,453,1042,0.327,,0.599,23.9,7.3,3.9,4,May 29 1928,Brooklyn
120,Bob Fitzgerald\fitzgbo01,2,1947,1949,78,,76,391,,,88,140,,,47,,,,179,240,0.194,,0.629,,3.1,,0.6,Mar 14 1923,Queens
121,Dick Fitzgerald\fitzgdi01,2,1947,1948,61,,118,498,,,41,60,,,40,,,,90,277,0.237,,0.683,,4.5,,0.7,Nov 18 1920,Queens
122,Jerry Fleishman\fleisje01,5,1947,1953,262,882,541,1953,,,430,674,,152,429,,,,607,1512,0.277,,0.638,26.7,5.8,4.6,1.6,Feb 14 1922,Brooklyn
123,Vern Fleming\flemive01,12,1985,1996,893,24721,3964,7954,38,210,2159,2826,979,3012,4293,926,105,1795,2003,10125,0.498,0.181,0.764,27.7,11.3,3.4,4.8,Feb 4 1962,New York
124,Bruce Flowers\flowebr01,1,1983,1983,53,699,110,206,0,2,41,53,71,180,47,19,12,43,99,261,0.534,0,0.774,13.2,4.9,3.4,0.9,Jun 13 1957,Rochester
125,Jonny Flynn\flynnjo01,3,2010,2012,163,3738,551,1379,118,349,284,351,44,307,634,122,7,382,179,1504,0.4,0.338,0.809,22.9,9.2,1.9,3.9,Feb 6 1989,Niagara Falls
126,Larry Fogle\foglela01,1,1976,1976,2,14,1,5,,,0,0,1,3,0,1,0,,4,2,0.2,,,7,1,1.5,0,Mar 19 1953,Brooklyn
127,Jeff Foote\footeje01,1,2012,2012,4,39,2,6,0,0,0,0,1,6,0,0,1,2,5,4,0.333,,,9.8,1,1.5,0,Jul 14 1987,Lockwood
128,Donnie Forman\formado01,1,1949,1949,44,,68,231,,,43,67,,,74,,,,94,179,0.294,,0.642,,4.1,,1.7,Jan 17 1926,New York
129,Nat Frankel\frankna01,1,1947,1947,6,,4,27,,,8,12,,,3,,,,6,16,0.148,,0.667,,2.7,,0.5,Nov 3 1913,Brooklyn
130,Michael Frazier\frazimi01,1,2020,2020,8,66,4,11,2,8,4,6,1,3,1,2,0,2,13,14,0.364,0.25,0.667,8.3,1.8,0.4,0.1,Mar 8 1994,The Bronx
131,Jimmer Fredette\fredeji01,6,2012,2019,241,3213,524,1282,193,519,197,224,53,243,331,94,11,223,222,1438,0.409,0.372,0.879,13.3,6,1,1.4,Feb 25 1989,Glens Falls
132,Channing Frye\fryech01,13,2006,2019,890,19772,2931,6655,1049,2706,875,1064,767,4002,864,457,540,787,2255,7786,0.44,0.388,0.822,22.2,8.7,4.5,1,May 17 1983,White Plains
133,Bill Gabor\gaborbi01,6,1950,1955,307,3680,1080,3141,,,837,1136,,448,626,,,,1050,2997,0.344,,0.737,19.4,9.8,1.8,2,May 13 1922,Binghamton
134,Sundiata Gaines\gainesu01,3,2010,2012,113,1311,182,458,44,146,100,178,46,175,207,83,3,93,100,508,0.397,0.301,0.562,11.6,4.5,1.5,1.8,Apr 18 1986,Jamaica
135,Taj Gibson\gibsota01,11,2010,2020,799,20094,3166,6147,26,118,1260,1776,1851,4998,812,450,838,940,2020,7618,0.515,0.22,0.709,25.1,9.5,6.3,1,Jun 24 1985,Brooklyn
136,Pop Goodwin\goodwpo01,2,1947,1948,79,,134,503,,,79,102,,,22,,,,130,347,0.266,,0.775,,4.4,,0.3,Dec 22 1920,Brooklyn
137,Leo Gottlieb\gottlle01,2,1947,1948,84,,208,722,,,49,76,,,36,,,,107,465,0.288,,0.645,,5.5,,0.4,Nov 28 1920,New York
138,Butch Graves\gravebu01,1,1985,1985,4,11,2,6,0,1,1,5,0,2,1,1,0,1,4,5,0.333,0,0.2,2.8,1.3,0.5,0.3,Jan 5 1962,Scarsdale
139,Danny Green\greenda02,11,2010,2020,681,17298,2155,5083,1276,3177,491,606,404,2375,1083,685,535,694,1200,6077,0.424,0.402,0.81,25.4,8.9,3.5,1.6,Jun 22 1987,North Babylon
140,Luther Green\greenlu01,3,1970,1973,90,935,154,402,0,7,76,150,118,321,30,,,75,139,384,0.383,0,0.507,10.4,4.3,3.6,0.3,Nov 13 1946,New York
141,Si Green\greensi01,9,1957,1966,504,13132,1732,4481,,,1172,1735,,2152,1655,,,,1421,4636,0.387,,0.676,26.1,9.2,4.3,3.3,Aug 20 1933,New York
142,Sidney Green\greensi02,10,1984,1993,679,13247,1993,4386,1,27,1093,1481,1300,4128,635,369,223,1038,1797,5080,0.454,0.037,0.738,19.5,7.5,6.1,0.9,Jan 4 1961,Brooklyn
